year,borough,complaint_type,count
2018,Bronx,DRIE,394
2018,Bronx,Borough Office,383
2018,Bronx,Vending,365
2018,Bronx,Food Poisoning,352
2018,Bronx,Boilers,351
2018,Bronx,Litter Basket / Request,351
2018,Bronx,Construction Safety Enforcement,348
2018,Bronx,Illegal Tree Damage,346
2018,Bronx,Homeless Encampment,331
2018,Bronx,Vacant Lot,329
2018,Bronx,Unsanitary Animal Pvt Property,327
2018,Bronx,Water Quality,320
2018,Bronx,Street Sign - Dangling,292
2018,Bronx,Emergency Response Team (ERT),290
2018,Bronx,OUTSIDE BUILDING,283
2018,Bronx,Standing Water,274
2018,Bronx,Asbestos,267
2018,Bronx,Special Projects Inspection Team (SPIT),239
2018,Bronx,BEST/Site Safety,235
2018,Bronx,Drinking,227
2018,Bronx,Sustainability Enforcement,221
2018,Bronx,Indoor Sewage,198
2018,Bronx,Non-Residential Heat,193
2018,Bronx,Day Care,179
2018,Bronx,Industrial Waste,170
2018,Bronx,Overflowing Litter Baskets,157
2018,Bronx,Sweeping/Missed,153
2018,Bronx,Violation of Park Rules,152
2018,Bronx,Building Marshals office,149
2018,Bronx,DPR Internal,125
2018,Bronx,Bus Stop Shelter Complaint,117
2018,Bronx,Noise - House of Worship,95
2018,Bronx,Unsanitary Pigeon Condition,95
2018,Bronx,Unleashed Dog,88
2018,Bronx,Mobile Food Vendor,81
2018,Bronx,For Hire Vehicle Report,76
2018,Bronx,Mosquitoes,76
2018,Bronx,Executive Inspections,59
2018,Bronx,Derelict Bicycle,56
2018,Bronx,Senior Center Complaint,55
2018,Bronx,Recycling Enforcement,53
2018,Bronx,Urinating in Public,51
2018,Bronx,Noise - Helicopter,45
2018,Bronx,Illegal Fireworks,44
2018,Bronx,Mold,44
2018,Bronx,Bus Stop Shelter Placement,42
2018,Bronx,Miscellaneous Categories,41
2018,Bronx,Taxi Report,37
2018,Bronx,Illegal Animal Kept as Pet,36
2018,Bronx,Panhandling,35
2018,Bronx,Animal in a Park,34
2018,Bronx,Investigations and Discipline (IAD),34
2018,Bronx,Public Payphone Complaint,32
2018,Bronx,Facades,32
2018,Bronx,Sweeping/Inadequate,32
2018,Bronx,Unsanitary Condition,31
2018,Bronx,Bike/Roller/Skate Chronic,28
2018,Bronx,Adopt-A-Basket,27
2018,Bronx,Harboring Bees/Wasps,26
2018,Bronx,Scaffold Safety,23
2018,Bronx,Pet Shop,20
2018,Bronx,Drinking Water,19
2018,Bronx,LinkNYC,19
2018,Bronx,Beach/Pool/Sauna Complaint,19
2018,Bronx,Tattooing,19
2018,Bronx,Poison Ivy,19
2018,Bronx,Disorderly Youth,18
2018,Bronx,Posting Advertisement,17
2018,Bronx,FATF,15
2018,Bronx,Unsanitary Animal Facility,14
2018,Bronx,Highway Condition,12
2018,Bronx,Collection Truck Noise,12
2018,Bronx,Cranes and Derricks,10
2018,Bronx,Illegal Animal Sold,8
2018,Bronx,Window Guard,7
2018,Bronx,Municipal Parking Facility,7
2018,Bronx,Special Natural Area District (SNAD),5
2018,Bronx,Unlicensed Dog,5
2018,Bronx,General,5
2018,Bronx,Special Enforcement,5
2018,Bronx,Animal Facility - No Permit,4
2018,Bronx,Public Toilet,4
2018,Bronx,Cooling Tower,4
2018,Bronx,Bike Rack Condition,4
2018,Bronx,Bottled Water,4
2018,Bronx,X-Ray Machine/Equipment,3
2018,Bronx,Dispatched Taxi Complaint,3
2018,Bronx,Quality of Life,3
2018,Bronx,Rangehood,3
2018,Bronx,Plant,2
2018,Bronx,Tanning,2
2018,Bronx,DOF Property - Reduction Issue,2
2018,Bronx,Found Property,1
2018,Bronx,Lifeguard,1
2018,Bronx,Squeegee,1
2018,Bronx,Building Condition,1
2018,Bronx,Overflowing Recycling Baskets,1
2018,Bronx,Advocate - Lien,1
2018,Bronx,Transportation Provider Complaint,1
2018,Bronx,Request Xmas Tree Collection,1
2018,Bronx,Public Assembly,1
2018,Brooklyn,HEAT/HOT WATER,68109
2018,Brooklyn,Request Large Bulky Item Collection,65762
2018,Brooklyn,Noise - Residential,62276
2018,Brooklyn,Illegal Parking,60674
2018,Brooklyn,Blocked Driveway,49437
2018,Brooklyn,UNSANITARY CONDITION,29399
2018,Brooklyn,Street Condition,27916
2018,Brooklyn,Water System,21098
2018,Brooklyn,Noise - Street/Sidewalk,20694
2018,Brooklyn,PAINT/PLASTER,20167
2018,Brooklyn,PLUMBING,18151
2018,Brooklyn,Sanitation Condition,16652
2018,Brooklyn,Derelict Vehicles,16612
2018,Brooklyn,Noise,15845
2018,Brooklyn,Noise - Commercial,14859
2018,Brooklyn,Missed Collection (All Materials),14139
2018,Brooklyn,WATER LEAK,14014
2018,Brooklyn,Street Light Condition,13863
2018,Brooklyn,General Construction/Plumbing,13661
2018,Brooklyn,DOOR/WINDOW,13255
2018,Brooklyn,Dirty Conditions,12588
2018,Brooklyn,Rodent,11399
2018,Brooklyn,Damaged Tree,11315
2018,Brooklyn,ELECTRIC,10407
2018,Brooklyn,Sewer,10397
2018,Brooklyn,Derelict Vehicle,10310
2018,Brooklyn,Graffiti,10046
2018,Brooklyn,Traffic Signal Condition,10008
2018,Brooklyn,Sidewalk Condition,9850
2018,Brooklyn,FLOORING/STAIRS,8582
2018,Brooklyn,New Tree Request,8549
2018,Brooklyn,Noise - Vehicle,8499
2018,Brooklyn,GENERAL,8349
2018,Brooklyn,Building/Use,7560
2018,Brooklyn,Electronics Waste Appointment,6130
2018,Brooklyn,Overgrown Tree/Branches,5119
2018,Brooklyn,APPLIANCE,4668
2018,Brooklyn,Consumer Complaint,4204
2018,Brooklyn,Elevator,4140
2018,Brooklyn,Lead,3513
2018,Brooklyn,Homeless Person Assistance,3368
2018,Brooklyn,SAFETY,3356
2018,Brooklyn,Electronics Waste,3168
2018,Brooklyn,Other Enforcement,3120
2018,Brooklyn,Broken Parking Meter,2995
2018,Brooklyn,Plumbing,2794
2018,Brooklyn,Dead/Dying Tree,2746
2018,Brooklyn,Food Establishment,2681
2018,Brooklyn,Animal Abuse,2591
2018,Brooklyn,For Hire Vehicle Complaint,2501
2018,Brooklyn,DOF Property - Payment Issue,2414
2018,Brooklyn,Curb Condition,2351
2018,Brooklyn,Air Quality,2296
2018,Brooklyn,Root/Sewer/Sidewalk Condition,2239
2018,Brooklyn,Special Projects Inspection Team (SPIT),2179
2018,Brooklyn,Street Sign - Damaged,2109
2018,Brooklyn,Non-Emergency Police Matter,2051
2018,Brooklyn,Street Sign - Missing,1915
2018,Brooklyn,Taxi Complaint,1665
2018,Brooklyn,Traffic,1654
2018,Brooklyn,Emergency Response Team (ERT),1583
2018,Brooklyn,Noise - Park,1576
2018,Brooklyn,Borough Office,1492
2018,Brooklyn,Water Conservation,1485
2018,Brooklyn,Snow,1477
2018,Brooklyn,Litter Basket / Request,1405
2018,Brooklyn,Indoor Air Quality,1347
2018,Brooklyn,Construction Safety Enforcement,1195
2018,Brooklyn,Illegal Tree Damage,1167
2018,Brooklyn,Homeless Encampment,1105
2018,Brooklyn,Electrical,1085
2018,Brooklyn,Maintenance or Facility,971
2018,Brooklyn,Derelict Bicycle,937
2018,Brooklyn,Smoking,836
2018,Brooklyn,Street Sign - Dangling,806
2018,Brooklyn,Vending,791
2018,Brooklyn,Food Poisoning,780
2018,Brooklyn,BEST/Site Safety,761
2018,Brooklyn,Standing Water,747
2018,Brooklyn,Sustainability Enforcement,747
2018,Brooklyn,Hazardous Materials,726
2018,Brooklyn,Building Marshals office,697
2018,Brooklyn,Vacant Lot,683
2018,Brooklyn,School Maintenance,667
2018,Brooklyn,ELEVATOR,582
2018,Brooklyn,Asbestos,571
2018,Brooklyn,Sweeping/Missed,533
2018,Brooklyn,Boilers,529
2018,Brooklyn,Drug Activity,514
2018,Brooklyn,Water Quality,512
2018,Brooklyn,Unsanitary Animal Pvt Property,506
2018,Brooklyn,OUTSIDE BUILDING,414
2018,Brooklyn,Indoor Sewage,398
2018,Brooklyn,DRIE,398
2018,Brooklyn,Noise - House of Worship,358
2018,Brooklyn,Non-Residential Heat,358
2018,Brooklyn,Industrial Waste,343
2018,Brooklyn,Drinking,318
2018,Brooklyn,Bus Stop Shelter Complaint,302
2018,Brooklyn,Noise - Helicopter,259
2018,Brooklyn,Executive Inspections,238
2018,Brooklyn,Taxi Report,214
2018,Brooklyn,Day Care,213
2018,Brooklyn,Mobile Food Vendor,207
2018,Brooklyn,Recycling Enforcement,202
2018,Brooklyn,Unleashed Dog,183
2018,Brooklyn,Mosquitoes,167
2018,Brooklyn,Urinating in Public,164
2018,Brooklyn,Miscellaneous Categories,158
2018,Brooklyn,Sweeping/Inadequate,155
2018,Brooklyn,Overflowing Litter Baskets,153
2018,Brooklyn,Unsanitary Pigeon Condition,129
2018,Brooklyn,Animal in a Park,124
2018,Brooklyn,Violation of Park Rules,120
2018,Brooklyn,For Hire Vehicle Report,118
2018,Brooklyn,Mold,109
2018,Brooklyn,Cranes and Derricks,108
2018,Brooklyn,Quality of Life,107
2018,Brooklyn,Bike/Roller/Skate Chronic,100
2018,Brooklyn,DPR Internal,99
2018,Brooklyn,Senior Center Complaint,95
2018,Brooklyn,Illegal Fireworks,88
2018,Brooklyn,Bus Stop Shelter Placement,87
2018,Brooklyn,Scaffold Safety,83
2018,Brooklyn,Investigations and Discipline (IAD),77
2018,Brooklyn,Panhandling,76
2018,Brooklyn,LinkNYC,61
2018,Brooklyn,Posting Advertisement,57
2018,Brooklyn,Bike Rack Condition,55
2018,Brooklyn,Illegal Animal Kept as Pet,50
2018,Brooklyn,Tattooing,50
2018,Brooklyn,Drinking Water,45
2018,Brooklyn,Public Payphone Complaint,45
2018,Brooklyn,Harboring Bees/Wasps,39
2018,Brooklyn,Adopt-A-Basket,37
2018,Brooklyn,Unsanitary Condition,36
2018,Brooklyn,Beach/Pool/Sauna Complaint,35
2018,Brooklyn,Pet Shop,35
2018,Brooklyn,Collection Truck Noise,35
2018,Brooklyn,Poison Ivy,30
2018,Brooklyn,Plant,28
2018,Brooklyn,Illegal Animal Sold,27
2018,Brooklyn,Found Property,23
2018,Brooklyn,FATF,22
2018,Brooklyn,Disorderly Youth,20
2018,Brooklyn,Facades,20
2018,Brooklyn,Unsanitary Animal Facility,17
2018,Brooklyn,Animal Facility - No Permit,14
2018,Brooklyn,Public Toilet,13
2018,Brooklyn,Unlicensed Dog,13
2018,Brooklyn,Window Guard,12
2018,Brooklyn,Special Natural Area District (SNAD),10
2018,Brooklyn,Municipal Parking Facility,9
2018,Brooklyn,Cooling Tower,7
2018,Brooklyn,General,6
2018,Brooklyn,Transportation Provider Complaint,6
2018,Brooklyn,Lifeguard,5
2018,Brooklyn,Fire Alarm - New System,5
2018,Brooklyn,Public Assembly,5
2018,Brooklyn,Special Enforcement,5
2018,Brooklyn,Overflowing Recycling Baskets,4
2018,Brooklyn,DOF Property - Reduction Issue,4
2018,Brooklyn,Legal Services Provider Complaint,4
2018,Brooklyn,Dept of Investigations,3
2018,Brooklyn,Special Operations,3
2018,Brooklyn,Safety,3
2018,Brooklyn,Interior Demo,3
2018,Brooklyn,Lost Property,2
2018,Brooklyn,Radioactive Material,2
2018,Brooklyn,Tanning,2
2018,Brooklyn,Bottled Water,2
2018,Brooklyn,Taxpayer Advocate Inquiry,2
2018,Brooklyn,Fire Alarm - Reinspection,2
2018,Brooklyn,Hazmat Storage/Use,2
2018,Brooklyn,Calorie Labeling,1
2018,Brooklyn,X-Ray Machine/Equipment,1
2018,Brooklyn,Stalled Sites,1
2018,Brooklyn,Advocate - Lien,1
2018,Brooklyn,Advocate-Commercial Exemptions,1
2018,Brooklyn,Request Xmas Tree Collection,1
2018,Brooklyn,Fire Alarm - Modification,1
2018,Brooklyn,Gas Station Discharge Lines,1
2018,Manhattan,HEAT/HOT WATER,48116
2018,Manhattan,Noise - Residential,47858
2018,Manhattan,Noise - Street/Sidewalk,29417
2018,Manhattan,Noise,27876
2018,Manhattan,Illegal Parking,22260
2018,Manhattan,Request Large Bulky Item Collection,18034
2018,Manhattan,Noise - Commercial,17170
2018,Manhattan,Street Condition,16184
2018,Manhattan,UNSANITARY CONDITION,15893
2018,Manhattan,Homeless Person Assistance,13120
2018,Manhattan,Water System,12938
2018,Manhattan,PAINT/PLASTER,12003
2018,Manhattan,PLUMBING,10740
2018,Manhattan,Taxi Complaint,9026
2018,Manhattan,Noise - Vehicle,9016
2018,Manhattan,General Construction/Plumbing,7979
2018,Manhattan,WATER LEAK,7583
2018,Manhattan,Rodent,7429
2018,Manhattan,DOOR/WINDOW,7403
2018,Manhattan,GENERAL,6684
2018,Manhattan,For Hire Vehicle Complaint,6364
2018,Manhattan,Dirty Conditions,5553
2018,Manhattan,FLOORING/STAIRS,5359
2018,Manhattan,New Tree Request,4897
2018,Manhattan,Broken Parking Meter,4770
2018,Manhattan,ELECTRIC,4601
2018,Manhattan,Sidewalk Condition,4486
2018,Manhattan,Elevator,4318
2018,Manhattan,Consumer Complaint,4118
2018,Manhattan,Food Establishment,3980
2018,Manhattan,Sanitation Condition,3913
2018,Manhattan,Damaged Tree,3441
2018,Manhattan,Blocked Driveway,3425
2018,Manhattan,Sewer,3390
2018,Manhattan,Graffiti,3268
2018,Manhattan,Air Quality,2843
2018,Manhattan,Vending,2765
2018,Manhattan,Missed Collection (All Materials),2653
2018,Manhattan,Homeless Encampment,2582
2018,Manhattan,APPLIANCE,2570
2018,Manhattan,Special Projects Inspection Team (SPIT),2542
2018,Manhattan,Lead,2029
2018,Manhattan,Traffic Signal Condition,2006
2018,Manhattan,Plumbing,1912
2018,Manhattan,Street Light Condition,1831
2018,Manhattan,SAFETY,1822
2018,Manhattan,Building/Use,1778
2018,Manhattan,Animal Abuse,1632
2018,Manhattan,Other Enforcement,1612
2018,Manhattan,Indoor Air Quality,1608
2018,Manhattan,DOF Property - Payment Issue,1475
2018,Manhattan,Emergency Response Team (ERT),1446
2018,Manhattan,Taxi Report,1355
2018,Manhattan,Derelict Bicycle,1310
2018,Manhattan,Traffic,1283
2018,Manhattan,Food Poisoning,1277
2018,Manhattan,Noise - Park,1126
2018,Manhattan,Curb Condition,1116
2018,Manhattan,Derelict Vehicle,1092
2018,Manhattan,Dead/Dying Tree,1059
2018,Manhattan,Non-Emergency Police Matter,1055
2018,Manhattan,Construction Safety Enforcement,1025
2018,Manhattan,Street Sign - Damaged,968
2018,Manhattan,Maintenance or Facility,943
2018,Manhattan,Electrical,843
2018,Manhattan,Street Sign - Missing,841
2018,Manhattan,Asbestos,729
2018,Manhattan,Smoking,726
2018,Manhattan,Derelict Vehicles,711
2018,Manhattan,Water Quality,671
2018,Manhattan,Illegal Tree Damage,668
2018,Manhattan,Hazardous Materials,625
2018,Manhattan,Building Marshals office,591
2018,Manhattan,Litter Basket / Request,582
2018,Manhattan,School Maintenance,559
2018,Manhattan,Noise - Helicopter,558
2018,Manhattan,Overgrown Tree/Branches,544
2018,Manhattan,Borough Office,447
2018,Manhattan,Drug Activity,437
2018,Manhattan,Non-Residential Heat,437
2018,Manhattan,Street Sign - Dangling,435
2018,Manhattan,Water Conservation,421
2018,Manhattan,Boilers,396
2018,Manhattan,DRIE,391
2018,Manhattan,Mobile Food Vendor,388
2018,Manhattan,Snow,373
2018,Manhattan,ELEVATOR,337
2018,Manhattan,Drinking,333
2018,Manhattan,Standing Water,291
2018,Manhattan,Facades,277
2018,Manhattan,Panhandling,258
2018,Manhattan,DPR Internal,255
2018,Manhattan,Unsanitary Animal Pvt Property,250
2018,Manhattan,Bus Stop Shelter Complaint,249
2018,Manhattan,Indoor Sewage,249
2018,Manhattan,Overflowing Litter Baskets,235
2018,Manhattan,BEST/Site Safety,222
2018,Manhattan,OUTSIDE BUILDING,213
2018,Manhattan,Recycling Enforcement,212
2018,Manhattan,Industrial Waste,195
2018,Manhattan,Violation of Park Rules,195
2018,Manhattan,Bike/Roller/Skate Chronic,195
2018,Manhattan,Unsanitary Pigeon Condition,177
2018,Manhattan,Public Payphone Complaint,177
2018,Manhattan,Found Property,167
2018,Manhattan,Urinating in Public,157
2018,Manhattan,Quality of Life,157
2018,Manhattan,For Hire Vehicle Report,155
2018,Manhattan,Sustainability Enforcement,153
2018,Manhattan,Executive Inspections,150
2018,Manhattan,Animal in a Park,149
2018,Manhattan,Mold,148
2018,Manhattan,LinkNYC,142
2018,Manhattan,Sweeping/Missed,142
2018,Manhattan,Unleashed Dog,141
2018,Manhattan,Miscellaneous Categories,124
2018,Manhattan,Noise - House of Worship,113
2018,Manhattan,Root/Sewer/Sidewalk Condition,109
2018,Manhattan,Cranes and Derricks,108
2018,Manhattan,Scaffold Safety,106
2018,Manhattan,Vacant Lot,99
2018,Manhattan,Senior Center Complaint,90
2018,Manhattan,Day Care,80
2018,Manhattan,Bus Stop Shelter Placement,63
2018,Manhattan,Unsanitary Condition,61
2018,Manhattan,Investigations and Discipline (IAD),52
2018,Manhattan,Collection Truck Noise,49
2018,Manhattan,Beach/Pool/Sauna Complaint,47
2018,Manhattan,Mosquitoes,41
2018,Manhattan,Bike Rack Condition,40
2018,Manhattan,General,38
2018,Manhattan,Sweeping/Inadequate,33
2018,Manhattan,Drinking Water,32
2018,Manhattan,Illegal Animal Kept as Pet,31
2018,Manhattan,Cooling Tower,30
2018,Manhattan,Adopt-A-Basket,30
2018,Manhattan,Illegal Fireworks,29
2018,Manhattan,Pet Shop,28
2018,Manhattan,Posting Advertisement,26
2018,Manhattan,Disorderly Youth,21
2018,Manhattan,Harboring Bees/Wasps,18
2018,Manhattan,Unsanitary Animal Facility,18
2018,Manhattan,Calorie Labeling,15
2018,Manhattan,Public Toilet,15
2018,Manhattan,Tattooing,14
2018,Manhattan,Illegal Animal Sold,12
2018,Manhattan,Plant,12
2018,Manhattan,Fire Alarm - Reinspection,12
2018,Manhattan,FATF,11
2018,Manhattan,Window Guard,6
2018,Manhattan,DOF Property - Reduction Issue,6
2018,Manhattan,Lifeguard,5
2018,Manhattan,Safety,5
2018,Manhattan,Public Assembly,5
2018,Manhattan,Municipal Parking Facility,4
2018,Manhattan,Poison Ivy,4
2018,Manhattan,Unlicensed Dog,4
2018,Manhattan,Overflowing Recycling Baskets,4
2018,Manhattan,Interior Demo,4
2018,Manhattan,Animal Facility - No Permit,3
2018,Manhattan,Dispatched Taxi Complaint,3
2018,Manhattan,Rangehood,3
2018,Manhattan,Fire Alarm - New System,3
2018,Manhattan,Sprinkler - Mechanical,3
2018,Manhattan,Fire Alarm - Modification,3
2018,Manhattan,Tanning,2
2018,Manhattan,Trans Fat,2
2018,Manhattan,ZTESTINT,2
2018,Manhattan,Advocate-Commercial Exemptions,2
2018,Manhattan,Transportation Provider Complaint,2
2018,Manhattan,Homebound Evacuation 4,2
2018,Manhattan,Special Natural Area District (SNAD),1
2018,Manhattan,Radioactive Material,1
2018,Manhattan,Building Condition,1
2018,Manhattan,X-Ray Machine/Equipment,1
2018,Manhattan,Stalled Sites,1
2018,Manhattan,Bottled Water,1
2018,Manhattan,Advocate - Lien,1
2018,Manhattan,Taxpayer Advocate Inquiry,1
2018,Manhattan,Advocate-Business Tax,1
2018,Manhattan,Request Xmas Tree Collection,1
2018,Manhattan,Gas Station Discharge Lines,1
2018,Manhattan,Public Assembly - Temporary,1
2018,Manhattan,Open Flame Permit,1
2018,Manhattan,Legal Services Provider Complaint,1
2018,Manhattan,FCST,1
2018,Manhattan,Illegal Animal - Sold/Kept,1
2018,Manhattan,Injured Wildlife,1
2018,Manhattan,Special Enforcement,1
2018,Queens,Request Large Bulky Item Collection,71241
2018,Queens,Blocked Driveway,55373
2018,Queens,Illegal Parking,51206
2018,Queens,Noise - Residential,43798
2018,Queens,Street Condition,32056
2018,Queens,HEAT/HOT WATER,28947
2018,Queens,Water System,21426
2018,Queens,Derelict Vehicle,18480
2018,Queens,Street Light Condition,16756
2018,Queens,Damaged Tree,14819
2018,Queens,Building/Use,14288
2018,Queens,Sewer,14156
2018,Queens,Missed Collection (All Materials),13701
2018,Queens,Sanitation Condition,11937
2018,Queens,UNSANITARY CONDITION,11926
2018,Queens,Dirty Conditions,11437
2018,Queens,Derelict Vehicles,11380
2018,Queens,Noise,11144
2018,Queens,Traffic Signal Condition,9964
2018,Queens,Sidewalk Condition,9763
2018,Queens,Noise - Vehicle,9270
2018,Queens,General Construction/Plumbing,8733
2018,Queens,Noise - Commercial,7744
2018,Queens,Noise - Street/Sidewalk,6710
2018,Queens,PAINT/PLASTER,6120
2018,Queens,Overgrown Tree/Branches,6097
2018,Queens,PLUMBING,6043
2018,Queens,Rodent,5752
2018,Queens,Dead/Dying Tree,5259
2018,Queens,New Tree Request,4365
2018,Queens,WATER LEAK,4125
2018,Queens,Consumer Complaint,4088
2018,Queens,DOOR/WINDOW,4044
2018,Queens,Root/Sewer/Sidewalk Condition,3962
2018,Queens,ELECTRIC,3700
2018,Queens,Broken Parking Meter,3509
2018,Queens,Graffiti,3245
2018,Queens,Non-Emergency Police Matter,3166
2018,Queens,DOF Property - Payment Issue,3017
2018,Queens,GENERAL,2906
2018,Queens,Street Sign - Damaged,2602
2018,Queens,Food Establishment,2562
2018,Queens,Taxi Complaint,2523
2018,Queens,FLOORING/STAIRS,2283
2018,Queens,Animal Abuse,2221
2018,Queens,Other Enforcement,2172
2018,Queens,Plumbing,2153
2018,Queens,Curb Condition,2039
2018,Queens,Electronics Waste Appointment,2012
2018,Queens,Water Conservation,1871
2018,Queens,Elevator,1865
2018,Queens,Lead,1815
2018,Queens,Street Sign - Missing,1752
2018,Queens,APPLIANCE,1748
2018,Queens,For Hire Vehicle Complaint,1687
2018,Queens,Homeless Person Assistance,1659
2018,Queens,SAFETY,1503
2018,Queens,Snow,1495
2018,Queens,Air Quality,1372
2018,Queens,Special Projects Inspection Team (SPIT),1143
2018,Queens,Borough Office,1128
2018,Queens,Street Sign - Dangling,961
2018,Queens,Illegal Tree Damage,941
2018,Queens,Emergency Response Team (ERT),819
2018,Queens,Maintenance or Facility,813
2018,Queens,Electrical,784
2018,Queens,Traffic,780
2018,Queens,Food Poisoning,758
2018,Queens,Vending,751
2018,Queens,Standing Water,705
2018,Queens,Indoor Air Quality,702
2018,Queens,Noise - Park,690
2018,Queens,Construction Safety Enforcement,648
2018,Queens,Hazardous Materials,597
2018,Queens,Sustainability Enforcement,588
2018,Queens,Vacant Lot,568
2018,Queens,Litter Basket / Request,565
